TARGETID	TARGETSCHEMEID	TARGETCODES	TARGETRULE	TARGETADVICE
9549777053	2.16.840.1.113883.6.5.2.1	569.61		
7780059	2.16.840.1.113883.6.5.2.1	807.09		
232055	2.16.840.1.113883.6.5.2.1	232.9		
9550278059	2.16.840.1.113883.6.5.2.1	259.5		
9550306058	2.16.840.1.113883.6.5.2.1	426.82		
2738052	2.16.840.1.113883.6.5.2.1	999.8		
4089055	2.16.840.1.113883.6.5.2.1	188.5		
5330053	2.16.840.1.113883.6.5.2.1	371.23		
6461050	2.16.840.1.113883.6.5.2.1	601.0		
3547052	2.16.840.1.113883.6.5.2.1	078.0		
7011055	2.16.840.1.113883.6.5.2.1	719.80		
6829056	2.16.840.1.113883.6.5.2.1	685.1		
5021054	2.16.840.1.113883.6.5.2.1	360.21		
9542103058	2.16.840.1.113883.6.5.2.1	770.83		
8689053	2.16.840.1.113883.6.5.2.1	922.9		
7121052	2.16.840.1.113883.6.5.2.1	728.79		
9539228057	2.16.840.1.113883.6.5.2.1	991.3		
5516057	2.16.840.1.113883.6.5.2.1	378.15		
4039050	2.16.840.1.113883.6.5.2.1	174.2		
9555130051	2.16.840.1.113883.6.5.2.1	813.45		
9534043054	2.16.840.1.113883.6.5.2.1	045.90		
7499051	2.16.840.1.113883.6.5.2.1	756.83		
2868053	2.16.840.1.113883.6.5.2.1	V60.2		
9545840057	2.16.840.1.113883.6.5.2.1	780.71		
2164052	2.16.840.1.113883.6.5.2.1	813.05		
9570413055	2.16.840.1.113883.6.5.2.1	323.72		
7057058	2.16.840.1.113883.6.5.2.1	723.8		
3562054	2.16.840.1.113883.6.5.2.1	079.6		
1255050	2.16.840.1.113883.6.5.2.1	626.4		
777059	2.16.840.1.113883.6.5.2.1	370.9		
6725059	2.16.840.1.113883.6.5.2.1	658.00		
9555769054	2.16.840.1.113883.6.5.2.1	996.44		
6359058	2.16.840.1.113883.6.5.2.1	574.30		
5717050	2.16.840.1.113883.6.5.2.1	404.10		
6337055	2.16.840.1.113883.6.5.2.1	571.2		
9554006055	2.16.840.1.113883.6.5.2.1	053.10		
770057	2.16.840.1.113883.6.5.2.1	370.21		
6419057	2.16.840.1.113883.6.5.2.1	593.5		
1334050	2.16.840.1.113883.6.5.2.1	661.90		
5525050	2.16.840.1.113883.6.5.2.1	378.42		
7863053	2.16.840.1.113883.6.5.2.1	815.03		
7588051	2.16.840.1.113883.6.5.2.1	771.2		
5230050	2.16.840.1.113883.6.5.2.1	367.22		
4399057	2.16.840.1.113883.6.5.2.1	218.9		
4952055	2.16.840.1.113883.6.5.2.1	346.80		
255057	2.16.840.1.113883.6.5.2.1	253.0		
2890053	2.16.840.1.113883.6.5.2.1	V62.82		
5595059	2.16.840.1.113883.6.5.2.1	381.20		
7660053	2.16.840.1.113883.6.5.2.1	789.06		
282052	2.16.840.1.113883.6.5.2.1	259.9		
1578058	2.16.840.1.113883.6.5.2.1	728.5		
1138057	2.16.840.1.113883.6.5.2.1	578.0		
7818052	2.16.840.1.113883.6.5.2.1	812.21		
4513056	2.16.840.1.113883.6.5.2.1	237.71		
194050	2.16.840.1.113883.6.5.2.1	153.5		
4144059	2.16.840.1.113883.6.5.2.1	196.6		
4161056	2.16.840.1.113883.6.5.2.1	198.6		
8443051	2.16.840.1.113883.6.5.2.1	883.2		
9549841051	2.16.840.1.113883.6.5.2.1	525.20		
9358052	2.16.840.1.113883.6.5.2.1	996.31		
5080052	2.16.840.1.113883.6.5.2.1	362.34		
1250058	2.16.840.1.113883.6.5.2.1	625.9		
525050	2.16.840.1.113883.6.5.2.1	307.3		
144054	2.16.840.1.113883.6.5.2.1	075		
1929058	2.16.840.1.113883.6.5.2.1	786.03		
1961059	2.16.840.1.113883.6.5.2.1	786.52		
3970053	2.16.840.1.113883.6.5.2.1	160.2		
1883059	2.16.840.1.113883.6.5.2.1	782.9		
4133054	2.16.840.1.113883.6.5.2.1	195.0		
7068058	2.16.840.1.113883.6.5.2.1	726.10		
2180055	2.16.840.1.113883.6.5.2.1	813.83		
9536160058	2.16.840.1.113883.6.5.2.1	716.17		
9570411058	2.16.840.1.113883.6.5.2.1	V62.84		
9251057	2.16.840.1.113883.6.5.2.1	977.9		
7376053	2.16.840.1.113883.6.5.2.1	750.4		
5078059	2.16.840.1.113883.6.5.2.1	362.32		
1631051	2.16.840.1.113883.6.5.2.1	733.82		
5398056	2.16.840.1.113883.6.5.2.1	374.04		
1561054	2.16.840.1.113883.6.5.2.1	724.2		
5711051	2.16.840.1.113883.6.5.2.1	402.90		
1095058	2.16.840.1.113883.6.5.2.1	550.90		
6003055	2.16.840.1.113883.6.5.2.1	487.8		
241052	2.16.840.1.113883.6.5.2.1	239.7		
7383059	2.16.840.1.113883.6.5.2.1	751.2		
4085053	2.16.840.1.113883.6.5.2.1	187.8		
7640058	2.16.840.1.113883.6.5.2.1	780.03		
4789051	2.16.840.1.113883.6.5.2.1	296.31		
330053	2.16.840.1.113883.6.5.2.1	278.01		
9555448051	2.16.840.1.113883.6.5.2.1	277.09		
6012058	2.16.840.1.113883.6.5.2.1	493.90		
1039054	2.16.840.1.113883.6.5.2.1	518.89		
7657059	2.16.840.1.113883.6.5.2.1	787.1		
2727052	2.16.840.1.113883.6.5.2.1	996.70		
6924054	2.16.840.1.113883.6.5.2.1	713.5		
7382051	2.16.840.1.113883.6.5.2.1	751.1		
1532053	2.16.840.1.113883.6.5.2.1	719.48		
866057	2.16.840.1.113883.6.5.2.1	379.24		
1754053	2.16.840.1.113883.6.5.2.1	757.6		
9549826051	2.16.840.1.113883.6.5.2.1	524.20		
5791052	2.16.840.1.113883.6.5.2.1	427.31		
9555496051	2.16.840.1.113883.6.5.2.1	E952.1		
1589052	2.16.840.1.113883.6.5.2.1	729.5		
959057	2.16.840.1.113883.6.5.2.1	424.90		
763057	2.16.840.1.113883.6.5.2.1	368.9		
7032050	2.16.840.1.113883.6.5.2.1	722.2		
7063054	2.16.840.1.113883.6.5.2.1	724.4		
6293057	2.16.840.1.113883.6.5.2.1	556.2		
7103054	2.16.840.1.113883.6.5.2.1	727.51		
8673050	2.16.840.1.113883.6.5.2.1	919.6		
3998051	2.16.840.1.113883.6.5.2.1	164.9		
134052	2.16.840.1.113883.6.5.2.1	054.79		
9092058	2.16.840.1.113883.6.5.2.1	958.5		
4044056	2.16.840.1.113883.6.5.2.1	174.9		
2229051	2.16.840.1.113883.6.5.2.1	824.9		
6441057	2.16.840.1.113883.6.5.2.1	596.9		
4551056	2.16.840.1.113883.6.5.2.1	245.2		
8677051	2.16.840.1.113883.6.5.2.1	920		
403055	2.16.840.1.113883.6.5.2.1	295.90		
1795051	2.16.840.1.113883.6.5.2.1	772.6		
660052	2.16.840.1.113883.6.5.2.1	344.9		
8195050	2.16.840.1.113883.6.5.2.1	860.0		
1205055	2.16.840.1.113883.6.5.2.1	611.1		
8575051	2.16.840.1.113883.6.5.2.1	907.2		
406050	2.16.840.1.113883.6.5.2.1	296.40		
4907058	2.16.840.1.113883.6.5.2.1	333.83		
537052	2.16.840.1.113883.6.5.2.1	307.54		
1084051	2.16.840.1.113883.6.5.2.1	530.5		
1536051	2.16.840.1.113883.6.5.2.1	719.52		
6338052	2.16.840.1.113883.6.5.2.1	571.3		
4822054	2.16.840.1.113883.6.5.2.1	301.50		
8199057	2.16.840.1.113883.6.5.2.1	860.4		
1563052	2.16.840.1.113883.6.5.2.1	724.5		
222054	2.16.840.1.113883.6.5.2.1	214.8		
7082058	2.16.840.1.113883.6.5.2.1	726.64		
5442055	2.16.840.1.113883.6.5.2.1	375.53		
680053	2.16.840.1.113883.6.5.2.1	351.8		
6245050	2.16.840.1.113883.6.5.2.1	540.9		
4313057	2.16.840.1.113883.6.5.2.1	203.10		
357050	2.16.840.1.113883.6.5.2.1	281.3		
6140053	2.16.840.1.113883.6.5.2.1	530.11		
9536260053	2.16.840.1.113883.6.5.2.1	727.06		
5406050	2.16.840.1.113883.6.5.2.1	374.22		
2220050	2.16.840.1.113883.6.5.2.1	823.20		
6193054	2.16.840.1.113883.6.5.2.1	533.30		
5881050	2.16.840.1.113883.6.5.2.1	447.6		
7794058	2.16.840.1.113883.6.5.2.1	808.0		
6654059	2.16.840.1.113883.6.5.2.1	642.10		
4715053	2.16.840.1.113883.6.5.2.1	290.10		
1268055	2.16.840.1.113883.6.5.2.1	628.9		
8462054	2.16.840.1.113883.6.5.2.1	891.0		
7652052	2.16.840.1.113883.6.5.2.1	785.51		
2228056	2.16.840.1.113883.6.5.2.1	824.8		
8592055	2.16.840.1.113883.6.5.2.1	910.0		
1259057	2.16.840.1.113883.6.5.2.1	626.9		
4868052	2.16.840.1.113883.6.5.2.1	313.0		
3929051	2.16.840.1.113883.6.5.2.1	150.9		
7616053	2.16.840.1.113883.6.5.2.1	775.6		
521059	2.16.840.1.113883.6.5.2.1	307.0		
150057	2.16.840.1.113883.6.5.2.1	094.0		
5276054	2.16.840.1.113883.6.5.2.1	369.22		
1356053	2.16.840.1.113883.6.5.2.1	680.2		
4155059	2.16.840.1.113883.6.5.2.1	198.0		
1826051	2.16.840.1.113883.6.5.2.1	780.1		
370059	2.16.840.1.113883.6.5.2.1	285.0		
9536571050	2.16.840.1.113883.6.5.2.1	783.0		
5384051	2.16.840.1.113883.6.5.2.1	372.73		
4993050	2.16.840.1.113883.6.5.2.1	356.9		
1038059	2.16.840.1.113883.6.5.2.1	518.3		
3366051	2.16.840.1.113883.6.5.2.1	034.0		
2131052	2.16.840.1.113883.6.5.2.1	807.00		
9547264052	2.16.840.1.113883.6.5.2.1	959.12		
4843050	2.16.840.1.113883.6.5.2.1	305.50		
9022050	2.16.840.1.113883.6.5.2.1	949.0		
9553149053	2.16.840.1.113883.6.5.2.1	289.81		
1979055	2.16.840.1.113883.6.5.2.1	787.99		
1241055	2.16.840.1.113883.6.5.2.1	623.7		
3273056	2.16.840.1.113883.6.5.2.1	011.90		
4084052	2.16.840.1.113883.6.5.2.1	187.7		
1240059	2.16.840.1.113883.6.5.2.1	623.5		
1131050	2.16.840.1.113883.6.5.2.1	573.8		
9555068050	2.16.840.1.113883.6.5.2.1	999.31		
9570403050	2.16.840.1.113883.6.5.2.1	331.5		
6024052	2.16.840.1.113883.6.5.2.1	495.9		
694054	2.16.840.1.113883.6.5.2.1	355.9		
7071053	2.16.840.1.113883.6.5.2.1	726.19		
4821055	2.16.840.1.113883.6.5.2.1	301.20		
9553490056	2.16.840.1.113883.6.5.2.1	V17.3		
688059	2.16.840.1.113883.6.5.2.1	353.0		
6048056	2.16.840.1.113883.6.5.2.1	515		
4777054	2.16.840.1.113883.6.5.2.1	296.02		
9535693056	2.16.840.1.113883.6.5.2.1	648.23		
972056	2.16.840.1.113883.6.5.2.1	429.1		
709055	2.16.840.1.113883.6.5.2.1	362.17		
666059	2.16.840.1.113883.6.5.2.1	345.70		
915053	2.16.840.1.113883.6.5.2.1	388.40		
7112051	2.16.840.1.113883.6.5.2.1	727.81		
976058	2.16.840.1.113883.6.5.2.1	429.9		
901051	2.16.840.1.113883.6.5.2.1	384.20		
5562052	2.16.840.1.113883.6.5.2.1	379.41		
1068050	2.16.840.1.113883.6.5.2.1	526.0		
1312053	2.16.840.1.113883.6.5.2.1	655.70		
562052	2.16.840.1.113883.6.5.2.1	312.00		
5715055	2.16.840.1.113883.6.5.2.1	403.91		
5204051	2.16.840.1.113883.6.5.2.1	366.11		
413050	2.16.840.1.113883.6.5.2.1	296.99		
9553658055	2.16.840.1.113883.6.5.2.1	519.19		
9570415054	2.16.840.1.113883.6.5.2.1	523.01		
9553664054	2.16.840.1.113883.6.5.2.1	523.33		
2611054	2.16.840.1.113883.6.5.2.1	989.5		
6588056	2.16.840.1.113883.6.5.2.1	634.60		
1197051	2.16.840.1.113883.6.5.2.1	608.4		
9534092056	2.16.840.1.113883.6.5.2.1	079.2		
6450055	2.16.840.1.113883.6.5.2.1	599.2		
1416052	2.16.840.1.113883.6.5.2.1	704.1		
6007059	2.16.840.1.113883.6.5.2.1	492.8		
4876054	2.16.840.1.113883.6.5.2.1	318.0		
6664050	2.16.840.1.113883.6.5.2.1	643.90		
850059	2.16.840.1.113883.6.5.2.1	378.35		
7090058	2.16.840.1.113883.6.5.2.1	726.90		
627054	2.16.840.1.113883.6.5.2.1	333.90		
4375057	2.16.840.1.113883.6.5.2.1	214.1		
9534431057	2.16.840.1.113883.6.5.2.1	228.00		
6775057	2.16.840.1.113883.6.5.2.1	669.00		
677052	2.16.840.1.113883.6.5.2.1	350.1		
1509054	2.16.840.1.113883.6.5.2.1	719.00		
3252056	2.16.840.1.113883.6.5.2.1	008.45		
9539577053	2.16.840.1.113883.6.5.2.1	995.7		
1348050	2.16.840.1.113883.6.5.2.1	672.00		
4912057	2.16.840.1.113883.6.5.2.1	334.9		
9547245059	2.16.840.1.113883.6.5.2.1	728.88		
1214052	2.16.840.1.113883.6.5.2.1	615.9		
5778051	2.16.840.1.113883.6.5.2.1	426.0		
6734051	2.16.840.1.113883.6.5.2.1	659.50		
5803050	2.16.840.1.113883.6.5.2.1	429.3		
7707059	2.16.840.1.113883.6.5.2.1	803.00		
6827059	2.16.840.1.113883.6.5.2.1	683		
1583053	2.16.840.1.113883.6.5.2.1	728.89		
6324058	2.16.840.1.113883.6.5.2.1	569.0		
3915050	2.16.840.1.113883.6.5.2.1	148.2		
5031055	2.16.840.1.113883.6.5.2.1	360.42		
6344051	2.16.840.1.113883.6.5.2.1	571.9		
9556096051	2.16.840.1.113883.6.5.2.1	781.94		
7178057	2.16.840.1.113883.6.5.2.1	735.4		
9547146054	2.16.840.1.113883.6.5.2.1	V41.3		
2853052	2.16.840.1.113883.6.5.2.1	V49.81		
9555503050	2.16.840.1.113883.6.5.2.1	284.2		
9553612056	2.16.840.1.113883.6.5.2.1	288.00		
6416051	2.16.840.1.113883.6.5.2.1	593.2		
5914052	2.16.840.1.113883.6.5.2.1	456.4		
2756052	2.16.840.1.113883.6.5.2.1	E819.9		
4388059	2.16.840.1.113883.6.5.2.1	215.9		
6779050	2.16.840.1.113883.6.5.2.1	669.40		
1361050	2.16.840.1.113883.6.5.2.1	682.3		
9554979051	2.16.840.1.113883.6.5.2.1	V17.49		
6303050	2.16.840.1.113883.6.5.2.1	560.89		
5837055	2.16.840.1.113883.6.5.2.1	437.9		
9555054056	2.16.840.1.113883.6.5.2.1	V13.01		
1365059	2.16.840.1.113883.6.5.2.1	682.9		
1698055	2.16.840.1.113883.6.5.2.1	750.0		
5400057	2.16.840.1.113883.6.5.2.1	374.10		
6963055	2.16.840.1.113883.6.5.2.1	715.97		
6586057	2.16.840.1.113883.6.5.2.1	634.40		
5873054	2.16.840.1.113883.6.5.2.1	446.5		
7655054	2.16.840.1.113883.6.5.2.1	786.6		
5987053	2.16.840.1.113883.6.5.2.1	482.2		
9534748053	2.16.840.1.113883.6.5.2.1	294.10		
1957052	2.16.840.1.113883.6.5.2.1	786.3		
5814053	2.16.840.1.113883.6.5.2.1	433.00		
501055	2.16.840.1.113883.6.5.2.1	305.00		
5841056	2.16.840.1.113883.6.5.2.1	440.24		
4096058	2.16.840.1.113883.6.5.2.1	189.2		
1977058	2.16.840.1.113883.6.5.2.1	787.91		
692053	2.16.840.1.113883.6.5.2.1	355.5		
6291055	2.16.840.1.113883.6.5.2.1	556.0		
9097051	2.16.840.1.113883.6.5.2.1	959.09		
5721056	2.16.840.1.113883.6.5.2.1	405.11		
7061051	2.16.840.1.113883.6.5.2.1	724.1		
4057051	2.16.840.1.113883.6.5.2.1	180.9		
1537055	2.16.840.1.113883.6.5.2.1	719.53		
283055	2.16.840.1.113883.6.5.2.1	263.9		
5795056	2.16.840.1.113883.6.5.2.1	427.5		
4800055	2.16.840.1.113883.6.5.2.1	296.46		
4597059	2.16.840.1.113883.6.5.2.1	256.4		
922058	2.16.840.1.113883.6.5.2.1	388.70		
9555011053	2.16.840.1.113883.6.5.2.1	423.3		
7119055	2.16.840.1.113883.6.5.2.1	728.4		
9553717055	2.16.840.1.113883.6.5.2.1	995.29		
4342052	2.16.840.1.113883.6.5.2.1	208.91		
9549770050	2.16.840.1.113883.6.5.2.1	380.12		
372054	2.16.840.1.113883.6.5.2.1	285.22		
6778055	2.16.840.1.113883.6.5.2.1	669.30		
2287050	2.16.840.1.113883.6.5.2.1	842.10		
9113052	2.16.840.1.113883.6.5.2.1	961.0		
8643059	2.16.840.1.113883.6.5.2.1	915.6		
9536605053	2.16.840.1.113883.6.5.2.1	790.4		
5953056	2.16.840.1.113883.6.5.2.1	474.00		
6249057	2.16.840.1.113883.6.5.2.1	543.9		
5908058	2.16.840.1.113883.6.5.2.1	455.4		
8601053	2.16.840.1.113883.6.5.2.1	911.0		
914052	2.16.840.1.113883.6.5.2.1	388.30		
388054	2.16.840.1.113883.6.5.2.1	288.3		
5066058	2.16.840.1.113883.6.5.2.1	361.9		
8681051	2.16.840.1.113883.6.5.2.1	922.0		
6498051	2.16.840.1.113883.6.5.2.1	611.4		
7267056	2.16.840.1.113883.6.5.2.1	743.61		
9547135051	2.16.840.1.113883.6.5.2.1	V15.01		
9541339055	2.16.840.1.113883.6.5.2.1	E947.9		
7836052	2.16.840.1.113883.6.5.2.1	813.21		
6307051	2.16.840.1.113883.6.5.2.1	562.11		
9534076053	2.16.840.1.113883.6.5.2.1	077.4		
2252050	2.16.840.1.113883.6.5.2.1	831.04		
9550288058	2.16.840.1.113883.6.5.2.1	287.31		
746056	2.16.840.1.113883.6.5.2.1	368.00		
2068052	2.16.840.1.113883.6.5.2.1	795.79		
4529051	2.16.840.1.113883.6.5.2.1	241.1		
7481056	2.16.840.1.113883.6.5.2.1	756.11		
5063053	2.16.840.1.113883.6.5.2.1	361.32		
3884057	2.16.840.1.113883.6.5.2.1	143.1		
7159057	2.16.840.1.113883.6.5.2.1	732.0		
6831052	2.16.840.1.113883.6.5.2.1	686.01		
9534881058	2.16.840.1.113883.6.5.2.1	331.3		
9100059	2.16.840.1.113883.6.5.2.1	959.3		
9555458050	2.16.840.1.113883.6.5.2.1	523.11		
4645059	2.16.840.1.113883.6.5.2.1	273.1		
6423052	2.16.840.1.113883.6.5.2.1	594.1		
2198056	2.16.840.1.113883.6.5.2.1	816.02		
9536580050	2.16.840.1.113883.6.5.2.1	786.02		
9536144057	2.16.840.1.113883.6.5.2.1	715.93		
9535299053	2.16.840.1.113883.6.5.2.1	524.00		
5261059	2.16.840.1.113883.6.5.2.1	369.05		
219052	2.16.840.1.113883.6.5.2.1	213.1		
9398054	2.16.840.1.113883.6.5.2.1	998.81		
5409056	2.16.840.1.113883.6.5.2.1	374.32		
6960057	2.16.840.1.113883.6.5.2.1	715.94		
4665053	2.16.840.1.113883.6.5.2.1	277.4		
3481057	2.16.840.1.113883.6.5.2.1	057.0		
4662051	2.16.840.1.113883.6.5.2.1	276.8		
9550194059	2.16.840.1.113883.6.5.2.1	482.40		
7623054	2.16.840.1.113883.6.5.2.1	776.4		
4037052	2.16.840.1.113883.6.5.2.1	174.0		
1788055	2.16.840.1.113883.6.5.2.1	768.9		
197056	2.16.840.1.113883.6.5.2.1	156.1		
2147054	2.16.840.1.113883.6.5.2.1	811.03		
8683054	2.16.840.1.113883.6.5.2.1	922.2		
8020054	2.16.840.1.113883.6.5.2.1	845.00		
9541264055	2.16.840.1.113883.6.5.2.1	V56.0		
1996059	2.16.840.1.113883.6.5.2.1	788.7		
7086055	2.16.840.1.113883.6.5.2.1	726.71		
4339059	2.16.840.1.113883.6.5.2.1	208.10		
9556076056	2.16.840.1.113883.6.5.2.1	618.83		
1212051	2.16.840.1.113883.6.5.2.1	611.9		
1908054	2.16.840.1.113883.6.5.2.1	784.61		
7009051	2.16.840.1.113883.6.5.2.1	719.40		
9556005058	2.16.840.1.113883.6.5.2.1	477.1		
6780053	2.16.840.1.113883.6.5.2.1	670.00		
6443059	2.16.840.1.113883.6.5.2.1	597.80		
6666052	2.16.840.1.113883.6.5.2.1	644.20		
522053	2.16.840.1.113883.6.5.2.1	307.1		
9534598051	2.16.840.1.113883.6.5.2.1	274.19		
7298059	2.16.840.1.113883.6.5.2.1	745.5		
8375050	2.16.840.1.113883.6.5.2.1	873.73		
7401059	2.16.840.1.113883.6.5.2.1	752.69		
2162051	2.16.840.1.113883.6.5.2.1	813.01		
7091059	2.16.840.1.113883.6.5.2.1	727.00		
1318052	2.16.840.1.113883.6.5.2.1	656.80		
4985050	2.16.840.1.113883.6.5.2.1	355.3		
4787053	2.16.840.1.113883.6.5.2.1	296.25		
1655059	2.16.840.1.113883.6.5.2.1	738.0		
1806052	2.16.840.1.113883.6.5.2.1	778.4		
4381052	2.16.840.1.113883.6.5.2.1	215.2		
7173053	2.16.840.1.113883.6.5.2.1	733.6		
152052	2.16.840.1.113883.6.5.2.1	098.15		
624055	2.16.840.1.113883.6.5.2.1	333.81		
9536618058	2.16.840.1.113883.6.5.2.1	791.6		
6821058	2.16.840.1.113883.6.5.2.1	681.11		
7650057	2.16.840.1.113883.6.5.2.1	784.1		
6227050	2.16.840.1.113883.6.5.2.1	535.41		
4995056	2.16.840.1.113883.6.5.2.1	357.2		
5520058	2.16.840.1.113883.6.5.2.1	378.20		
5530054	2.16.840.1.113883.6.5.2.1	378.52		
2308057	2.16.840.1.113883.6.5.2.1	905.2		
6872054	2.16.840.1.113883.6.5.2.1	703.0		
584052	2.16.840.1.113883.6.5.2.1	314.9		
6721050	2.16.840.1.113883.6.5.2.1	656.30		
5205052	2.16.840.1.113883.6.5.2.1	366.12		
7201057	2.16.840.1.113883.6.5.2.1	737.0		
9539671057	2.16.840.1.113883.6.5.2.1	996.85		
8646054	2.16.840.1.113883.6.5.2.1	916.0		
9550323054	2.16.840.1.113883.6.5.2.1	585.6		
7199059	2.16.840.1.113883.6.5.2.1	736.75		
727057	2.16.840.1.113883.6.5.2.1	364.41		
4442053	2.16.840.1.113883.6.5.2.1	227.6		
1967055	2.16.840.1.113883.6.5.2.1	786.9		
5121051	2.16.840.1.113883.6.5.2.1	363.32		
9553420054	2.16.840.1.113883.6.5.2.1	V11.9		
1411055	2.16.840.1.113883.6.5.2.1	702.8		
5188055	2.16.840.1.113883.6.5.2.1	365.60		
712057	2.16.840.1.113883.6.5.2.1	362.57		
2260051	2.16.840.1.113883.6.5.2.1	834.00		
6931053	2.16.840.1.113883.6.5.2.1	714.32		
6961058	2.16.840.1.113883.6.5.2.1	715.95		
5554057	2.16.840.1.113883.6.5.2.1	379.22		
1274055	2.16.840.1.113883.6.5.2.1	642.30		
9534150051	2.16.840.1.113883.6.5.2.1	099.53		
6411059	2.16.840.1.113883.6.5.2.1	590.9		
7195052	2.16.840.1.113883.6.5.2.1	736.71		
404053	2.16.840.1.113883.6.5.2.1	296.00		
6943054	2.16.840.1.113883.6.5.2.1	715.15		
9549831053	2.16.840.1.113883.6.5.2.1	524.30		
2071057	2.16.840.1.113883.6.5.2.1	796.2		
9361053	2.16.840.1.113883.6.5.2.1	996.51		
1284059	2.16.840.1.113883.6.5.2.1	645.13		
9534727051	2.16.840.1.113883.6.5.2.1	290.20		
9556037057	2.16.840.1.113883.6.5.2.1	998.31		
335056	2.16.840.1.113883.6.5.2.1	279.00		
1174053	2.16.840.1.113883.6.5.2.1	596.54		
4929059	2.16.840.1.113883.6.5.2.1	340		
1101057	2.16.840.1.113883.6.5.2.1	557.1		
6636058	2.16.840.1.113883.6.5.2.1	639.2		
4241056	2.16.840.1.113883.6.5.2.1	202.00		
888057	2.16.840.1.113883.6.5.2.1	380.4		
4641050	2.16.840.1.113883.6.5.2.1	272.6		
7096051	2.16.840.1.113883.6.5.2.1	727.1		
8022059	2.16.840.1.113883.6.5.2.1	845.02		
9556073051	2.16.840.1.113883.6.5.2.1	712.26		
5090057	2.16.840.1.113883.6.5.2.1	362.54		
4906054	2.16.840.1.113883.6.5.2.1	332.1		
9570404057	2.16.840.1.113883.6.5.2.1	733.45		
5777059	2.16.840.1.113883.6.5.2.1	425.9		
4162050	2.16.840.1.113883.6.5.2.1	198.7		
1608051	2.16.840.1.113883.6.5.2.1	731.0		
7212057	2.16.840.1.113883.6.5.2.1	738.10		
6962052	2.16.840.1.113883.6.5.2.1	715.96		
6348054	2.16.840.1.113883.6.5.2.1	572.3		
1014058	2.16.840.1.113883.6.5.2.1	473.8		
4723050	2.16.840.1.113883.6.5.2.1	291.3		
7628058	2.16.840.1.113883.6.5.2.1	777.5		
7042052	2.16.840.1.113883.6.5.2.1	722.80		
5816050	2.16.840.1.113883.6.5.2.1	433.20		
1074050	2.16.840.1.113883.6.5.2.1	527.7		
9534802050	2.16.840.1.113883.6.5.2.1	304.23		
2033052	2.16.840.1.113883.6.5.2.1	793.2		
6691052	2.16.840.1.113883.6.5.2.1	651.10		
4797057	2.16.840.1.113883.6.5.2.1	296.43		
9553496054	2.16.840.1.113883.6.5.2.1	V17.89		
5118054	2.16.840.1.113883.6.5.2.1	363.21		
5494058	2.16.840.1.113883.6.5.2.1	377.41		
5423059	2.16.840.1.113883.6.5.2.1	374.84		
2075053	2.16.840.1.113883.6.5.2.1	797		
7100052	2.16.840.1.113883.6.5.2.1	727.42		
8920052	2.16.840.1.113883.6.5.2.1	944.20		
9535236057	2.16.840.1.113883.6.5.2.1	481		
5820054	2.16.840.1.113883.6.5.2.1	434.00		
4248054	2.16.840.1.113883.6.5.2.1	202.10		
9555529050	2.16.840.1.113883.6.5.2.1	518.7		
5226052	2.16.840.1.113883.6.5.2.1	366.53		
5722050	2.16.840.1.113883.6.5.2.1	405.19		
1158056	2.16.840.1.113883.6.5.2.1	587		
9545815051	2.16.840.1.113883.6.5.2.1	772.10		
2607056	2.16.840.1.113883.6.5.2.1	986		
1649051	2.16.840.1.113883.6.5.2.1	737.10		
7196053	2.16.840.1.113883.6.5.2.1	736.72		
9547033055	2.16.840.1.113883.6.5.2.1	E950.9		
5269057	2.16.840.1.113883.6.5.2.1	369.14		
9534699051	2.16.840.1.113883.6.5.2.1	285.21		
1708057	2.16.840.1.113883.6.5.2.1	752.49		
9549861058	2.16.840.1.113883.6.5.2.1	622.11		
4035057	2.16.840.1.113883.6.5.2.1	173.7		
9535610059	2.16.840.1.113883.6.5.2.1	642.51		
908058	2.16.840.1.113883.6.5.2.1	386.11		
6520053	2.16.840.1.113883.6.5.2.1	617.3		
3453050	2.16.840.1.113883.6.5.2.1	053.9		
6855055	2.16.840.1.113883.6.5.2.1	695.0		
8050059	2.16.840.1.113883.6.5.2.1	850.5		
9541178053	2.16.840.1.113883.6.5.2.1	E988.5		
6818055	2.16.840.1.113883.6.5.2.1	681.01		
8442059	2.16.840.1.113883.6.5.2.1	883.1		
5095054	2.16.840.1.113883.6.5.2.1	362.63		
9550168050	2.16.840.1.113883.6.5.2.1	282.41		
4791056	2.16.840.1.113883.6.5.2.1	296.33		
4579054	2.16.840.1.113883.6.5.2.1	252.1		
1409051	2.16.840.1.113883.6.5.2.1	701.8		
3306053	2.16.840.1.113883.6.5.2.1	017.40		
9536075050	2.16.840.1.113883.6.5.2.1	707.13		
9549887058	2.16.840.1.113883.6.5.2.1	788.38		
4587050	2.16.840.1.113883.6.5.2.1	253.9		
5761055	2.16.840.1.113883.6.5.2.1	422.90		
5940059	2.16.840.1.113883.6.5.2.1	465.9		
8698051	2.16.840.1.113883.6.5.2.1	923.9		
9556233053	2.16.840.1.113883.6.5.2.1	323.63		
7088059	2.16.840.1.113883.6.5.2.1	726.73		
9553647051	2.16.840.1.113883.6.5.2.1	333.79		
7123050	2.16.840.1.113883.6.5.2.1	728.82		
3705050	2.16.840.1.113883.6.5.2.1	099.3		
9549926052	2.16.840.1.113883.6.5.2.1	823.82		
9554018051	2.16.840.1.113883.6.5.2.1	362.21		
6936056	2.16.840.1.113883.6.5.2.1	714.9		
