TARGETID	TARGETSCHEMEID	TARGETCODES	TARGETRULE	TARGETADVICE
9570405056	2.16.840.1.113883.6.5.2.1	327.27		
442055	2.16.840.1.113883.6.5.2.1	300.29		
8025057	2.16.840.1.113883.6.5.2.1	845.10		
9553472057	2.16.840.1.113883.6.5.2.1	V16.0		
1129059	2.16.840.1.113883.6.5.2.1	572.8		
9555491059	2.16.840.1.113883.6.5.2.1	345.61		
4790055	2.16.840.1.113883.6.5.2.1	296.32		
3239053	2.16.840.1.113883.6.5.2.1	007.1		
9031050	2.16.840.1.113883.6.5.2.1	951.2		
1248053	2.16.840.1.113883.6.5.2.1	625.4		
4779052	2.16.840.1.113883.6.5.2.1	296.04		
5944050	2.16.840.1.113883.6.5.2.1	466.19		
1379054	2.16.840.1.113883.6.5.2.1	692.71		
9541360053	2.16.840.1.113883.6.5.2.1	648.83		
9553611050	2.16.840.1.113883.6.5.2.1	284.09		
9570407051	2.16.840.1.113883.6.5.2.1	333.94		
9555457058	2.16.840.1.113883.6.5.2.1	521.81		
412058	2.16.840.1.113883.6.5.2.1	296.90		
3295057	2.16.840.1.113883.6.5.2.1	016.20		
1798053	2.16.840.1.113883.6.5.2.1	774.6		
2166054	2.16.840.1.113883.6.5.2.1	813.07		
9554973052	2.16.840.1.113883.6.5.2.1	284.89		
9534849054	2.16.840.1.113883.6.5.2.1	308.0		
9535590051	2.16.840.1.113883.6.5.2.1	641.13		
3909050	2.16.840.1.113883.6.5.2.1	147.1		
9536158055	2.16.840.1.113883.6.5.2.1	716.15		
5099056	2.16.840.1.113883.6.5.2.1	362.70		
411052	2.16.840.1.113883.6.5.2.1	296.89		
4794051	2.16.840.1.113883.6.5.2.1	296.36		
1919052	2.16.840.1.113883.6.5.2.1	785.2		
1104052	2.16.840.1.113883.6.5.2.1	560.0		
6865053	2.16.840.1.113883.6.5.2.1	697.0		
7114052	2.16.840.1.113883.6.5.2.1	727.9		
8179050	2.16.840.1.113883.6.5.2.1	854.00		
2052059	2.16.840.1.113883.6.5.2.1	794.31		
1502058	2.16.840.1.113883.6.5.2.1	718.81		
6232051	2.16.840.1.113883.6.5.2.1	536.3		
5193057	2.16.840.1.113883.6.5.2.1	365.65		
4939052	2.16.840.1.113883.6.5.2.1	343.9		
6351055	2.16.840.1.113883.6.5.2.1	573.3		
5474054	2.16.840.1.113883.6.5.2.1	376.89		
9549856055	2.16.840.1.113883.6.5.2.1	621.30		
1527052	2.16.840.1.113883.6.5.2.1	719.43		
5241052	2.16.840.1.113883.6.5.2.1	368.10		
5659055	2.16.840.1.113883.6.5.2.1	386.35		
6285057	2.16.840.1.113883.6.5.2.1	553.20		
3548055	2.16.840.1.113883.6.5.2.1	078.10		
3958054	2.16.840.1.113883.6.5.2.1	156.0		
1242054	2.16.840.1.113883.6.5.2.1	623.8		
9535092052	2.16.840.1.113883.6.5.2.1	404.92		
654052	2.16.840.1.113883.6.5.2.1	344.1		
6623058	2.16.840.1.113883.6.5.2.1	637.92		
1247056	2.16.840.1.113883.6.5.2.1	625.3		
769058	2.16.840.1.113883.6.5.2.1	370.01		
4530059	2.16.840.1.113883.6.5.2.1	241.9		
9536589051	2.16.840.1.113883.6.5.2.1	788.43		
9535203058	2.16.840.1.113883.6.5.2.1	454.0		
195051	2.16.840.1.113883.6.5.2.1	155.0		
8921051	2.16.840.1.113883.6.5.2.1	944.21		
9547234057	2.16.840.1.113883.6.5.2.1	600.00		
9556221056	2.16.840.1.113883.6.5.2.1	323.1		
7200056	2.16.840.1.113883.6.5.2.1	736.9		
7884056	2.16.840.1.113883.6.5.2.1	820.20		
327059	2.16.840.1.113883.6.5.2.1	277.9		
7167052	2.16.840.1.113883.6.5.2.1	733.40		
5145050	2.16.840.1.113883.6.5.2.1	364.02		
4873059	2.16.840.1.113883.6.5.2.1	314.01		
7060052	2.16.840.1.113883.6.5.2.1	724.02		
7486053	2.16.840.1.113883.6.5.2.1	756.17		
9549781053	2.16.840.1.113883.6.5.2.1	733.14		
3221057	2.16.840.1.113883.6.5.2.1	004.9		
9555510057	2.16.840.1.113883.6.5.2.1	300.5		
3947058	2.16.840.1.113883.6.5.2.1	153.4		
9546040052	2.16.840.1.113883.6.5.2.1	949.2		
4124052	2.16.840.1.113883.6.5.2.1	193		
1089059	2.16.840.1.113883.6.5.2.1	536.0		
7806056	2.16.840.1.113883.6.5.2.1	811.00		
5799054	2.16.840.1.113883.6.5.2.1	428.1		
4979056	2.16.840.1.113883.6.5.2.1	354.3		
4736050	2.16.840.1.113883.6.5.2.1	292.89		
2143053	2.16.840.1.113883.6.5.2.1	810.03		
4988052	2.16.840.1.113883.6.5.2.1	356.1		
9570412052	2.16.840.1.113883.6.5.2.1	323.42		
6641053	2.16.840.1.113883.6.5.2.1	639.8		
9570399059	2.16.840.1.113883.6.5.2.1	299.91		
5558059	2.16.840.1.113883.6.5.2.1	379.31		
4635056	2.16.840.1.113883.6.5.2.1	271.4		
5911057	2.16.840.1.113883.6.5.2.1	456.0		
7076056	2.16.840.1.113883.6.5.2.1	726.4		
1320050	2.16.840.1.113883.6.5.2.1	658.10		
7174055	2.16.840.1.113883.6.5.2.1	733.92		
4026051	2.16.840.1.113883.6.5.2.1	172.7		
4127058	2.16.840.1.113883.6.5.2.1	194.3		
2779053	2.16.840.1.113883.6.5.2.1	V08		
1110052	2.16.840.1.113883.6.5.2.1	564.00		
6052056	2.16.840.1.113883.6.5.2.1	516.8		
471059	2.16.840.1.113883.6.5.2.1	301.82		
1428057	2.16.840.1.113883.6.5.2.1	706.2		
5811058	2.16.840.1.113883.6.5.2.1	432.0		
1034057	2.16.840.1.113883.6.5.2.1	500		
6056058	2.16.840.1.113883.6.5.2.1	518.1		
8902056	2.16.840.1.113883.6.5.2.1	944.00		
8495056	2.16.840.1.113883.6.5.2.1	900.9		
613057	2.16.840.1.113883.6.5.2.1	333.1		
8196051	2.16.840.1.113883.6.5.2.1	860.1		
4094055	2.16.840.1.113883.6.5.2.1	189.0		
1025054	2.16.840.1.113883.6.5.2.1	478.5		
9549804050	2.16.840.1.113883.6.5.2.1	273.4		
2092057	2.16.840.1.113883.6.5.2.1	802.20		
4850054	2.16.840.1.113883.6.5.2.1	307.51		
997057	2.16.840.1.113883.6.5.2.1	459.0		
9535292057	2.16.840.1.113883.6.5.2.1	521.00		
9315053	2.16.840.1.113883.6.5.2.1	989.89		
6548053	2.16.840.1.113883.6.5.2.1	621.9		
307055	2.16.840.1.113883.6.5.2.1	273.3		
9534276059	2.16.840.1.113883.6.5.2.1	147.9		
1642055	2.16.840.1.113883.6.5.2.1	736.20		
4755050	2.16.840.1.113883.6.5.2.1	295.30		
6071059	2.16.840.1.113883.6.5.2.1	520.6		
9553432053	2.16.840.1.113883.6.5.2.1	V12.50		
5838052	2.16.840.1.113883.6.5.2.1	440.0		
143056	2.16.840.1.113883.6.5.2.1	074.1		
2223052	2.16.840.1.113883.6.5.2.1	823.32		
9553185053	2.16.840.1.113883.6.5.2.1	483.8		
9553423051	2.16.840.1.113883.6.5.2.1	V12.01		
4497056	2.16.840.1.113883.6.5.2.1	236.3		
7315058	2.16.840.1.113883.6.5.2.1	746.7		
2101059	2.16.840.1.113883.6.5.2.1	805.01		
7041058	2.16.840.1.113883.6.5.2.1	722.73		
7029052	2.16.840.1.113883.6.5.2.1	722.0		
7188056	2.16.840.1.113883.6.5.2.1	736.30		
5957055	2.16.840.1.113883.6.5.2.1	474.9		
1413057	2.16.840.1.113883.6.5.2.1	703.9		
6101056	2.16.840.1.113883.6.5.2.1	524.4		
4549055	2.16.840.1.113883.6.5.2.1	245.0		
6593058	2.16.840.1.113883.6.5.2.1	635.10		
4783052	2.16.840.1.113883.6.5.2.1	296.21		
7241053	2.16.840.1.113883.6.5.2.1	742.59		
2284056	2.16.840.1.113883.6.5.2.1	840.8		
7160054	2.16.840.1.113883.6.5.2.1	732.2		
463058	2.16.840.1.113883.6.5.2.1	301.3		
9101055	2.16.840.1.113883.6.5.2.1	959.4		
8257051	2.16.840.1.113883.6.5.2.1	863.99		
1090050	2.16.840.1.113883.6.5.2.1	536.2		
9547226050	2.16.840.1.113883.6.5.2.1	493.81		
1623059	2.16.840.1.113883.6.5.2.1	733.10		
8721055	2.16.840.1.113883.6.5.2.1	927.20		
728054	2.16.840.1.113883.6.5.2.1	364.53		
1540055	2.16.840.1.113883.6.5.2.1	719.56		
163050	2.16.840.1.113883.6.5.2.1	112.3		
9553495053	2.16.840.1.113883.6.5.2.1	V17.81		
4358050	2.16.840.1.113883.6.5.2.1	212.1		
1983055	2.16.840.1.113883.6.5.2.1	788.21		
3446059	2.16.840.1.113883.6.5.2.1	053.13		
6634055	2.16.840.1.113883.6.5.2.1	639.0		
1285058	2.16.840.1.113883.6.5.2.1	646.30		
6289050	2.16.840.1.113883.6.5.2.1	555.1		
7864055	2.16.840.1.113883.6.5.2.1	815.04		
4397055	2.16.840.1.113883.6.5.2.1	218.1		
9534096058	2.16.840.1.113883.6.5.2.1	079.88		
9099054	2.16.840.1.113883.6.5.2.1	959.2		
9534796053	2.16.840.1.113883.6.5.2.1	304.03		
4786057	2.16.840.1.113883.6.5.2.1	296.24		
8702050	2.16.840.1.113883.6.5.2.1	924.11		
9542064051	2.16.840.1.113883.6.5.2.1	277.02		
1725055	2.16.840.1.113883.6.5.2.1	754.89		
9536205059	2.16.840.1.113883.6.5.2.1	718.86		
9536635059	2.16.840.1.113883.6.5.2.1	794.5		
5410053	2.16.840.1.113883.6.5.2.1	374.33		
5904056	2.16.840.1.113883.6.5.2.1	455.0		
2100058	2.16.840.1.113883.6.5.2.1	805.00		
3747054	2.16.840.1.113883.6.5.2.1	114.0		
1767051	2.16.840.1.113883.6.5.2.1	759.82		
1740058	2.16.840.1.113883.6.5.2.1	756.51		
9555726059	2.16.840.1.113883.6.5.2.1	771.83		
8368054	2.16.840.1.113883.6.5.2.1	873.63		
377056	2.16.840.1.113883.6.5.2.1	286.6		
9553501050	2.16.840.1.113883.6.5.2.1	V18.4		
131057	2.16.840.1.113883.6.5.2.1	053.19		
4447055	2.16.840.1.113883.6.5.2.1	228.04		
2212053	2.16.840.1.113883.6.5.2.1	821.23		
9555771054	2.16.840.1.113883.6.5.2.1	996.46		
2003058	2.16.840.1.113883.6.5.2.1	789.39		
8696050	2.16.840.1.113883.6.5.2.1	923.21		
6310057	2.16.840.1.113883.6.5.2.1	564.3		
4515050	2.16.840.1.113883.6.5.2.1	237.9		
6117054	2.16.840.1.113883.6.5.2.1	526.1		
199058	2.16.840.1.113883.6.5.2.1	156.9		
4414051	2.16.840.1.113883.6.5.2.1	222.4		
679050	2.16.840.1.113883.6.5.2.1	351.0		
1995055	2.16.840.1.113883.6.5.2.1	788.69		
1575055	2.16.840.1.113883.6.5.2.1	728.2		
9553439057	2.16.840.1.113883.6.5.2.1	V12.71		
3903051	2.16.840.1.113883.6.5.2.1	146.4		
975059	2.16.840.1.113883.6.5.2.1	429.89		
6115059	2.16.840.1.113883.6.5.2.1	525.3		
5531053	2.16.840.1.113883.6.5.2.1	378.53		
4772056	2.16.840.1.113883.6.5.2.1	295.92		
1177059	2.16.840.1.113883.6.5.2.1	597.89		
6891054	2.16.840.1.113883.6.5.2.1	710.3		
7386054	2.16.840.1.113883.6.5.2.1	751.62		
8471058	2.16.840.1.113883.6.5.2.1	894.0		
8682057	2.16.840.1.113883.6.5.2.1	922.1		
6706057	2.16.840.1.113883.6.5.2.1	654.50		
6336051	2.16.840.1.113883.6.5.2.1	571.1		
7418055	2.16.840.1.113883.6.5.2.1	753.9		
4858055	2.16.840.1.113883.6.5.2.1	309.4		
657058	2.16.840.1.113883.6.5.2.1	344.40		
6326056	2.16.840.1.113883.6.5.2.1	569.2		
9535129053	2.16.840.1.113883.6.5.2.1	426.11		
9556120053	2.16.840.1.113883.6.5.2.1	440.31		
2726056	2.16.840.1.113883.6.5.2.1	996.60		
2253058	2.16.840.1.113883.6.5.2.1	832.00		
5173052	2.16.840.1.113883.6.5.2.1	365.13		
1383054	2.16.840.1.113883.6.5.2.1	692.82		
4412050	2.16.840.1.113883.6.5.2.1	222.2		
9555462057	2.16.840.1.113883.6.5.2.1	581.81		
9344050	2.16.840.1.113883.6.5.2.1	994.6		
4768055	2.16.840.1.113883.6.5.2.1	295.65		
1594052	2.16.840.1.113883.6.5.2.1	730.00		
755058	2.16.840.1.113883.6.5.2.1	368.44		
8379057	2.16.840.1.113883.6.5.2.1	873.8		
5818051	2.16.840.1.113883.6.5.2.1	433.80		
9536076051	2.16.840.1.113883.6.5.2.1	707.14		
4905053	2.16.840.1.113883.6.5.2.1	332.0		
9545143058	2.16.840.1.113883.6.5.2.1	301.22		
9539650054	2.16.840.1.113883.6.5.2.1	996.67		
3852051	2.16.840.1.113883.6.5.2.1	136.1		
5345059	2.16.840.1.113883.6.5.2.1	371.55		
993058	2.16.840.1.113883.6.5.2.1	455.9		
8750054	2.16.840.1.113883.6.5.2.1	939.2		
7225052	2.16.840.1.113883.6.5.2.1	739.7		
3895050	2.16.840.1.113883.6.5.2.1	145.5		
7527056	2.16.840.1.113883.6.5.2.1	760.71		
6819050	2.16.840.1.113883.6.5.2.1	681.02		
9568906051	2.16.840.1.113883.6.5.2.1	338.4		
1092055	2.16.840.1.113883.6.5.2.1	536.9		
6373054	2.16.840.1.113883.6.5.2.1	575.9		
8694053	2.16.840.1.113883.6.5.2.1	923.10		
9549867059	2.16.840.1.113883.6.5.2.1	707.00		
5801052	2.16.840.1.113883.6.5.2.1	429.0		
5665055	2.16.840.1.113883.6.5.2.1	386.50		
1457058	2.16.840.1.113883.6.5.2.1	717.2		
9063057	2.16.840.1.113883.6.5.2.1	953.4		
5081051	2.16.840.1.113883.6.5.2.1	362.35		
7037057	2.16.840.1.113883.6.5.2.1	722.51		
9547125058	2.16.840.1.113883.6.5.2.1	E989		
6043052	2.16.840.1.113883.6.5.2.1	511.9		
3751051	2.16.840.1.113883.6.5.2.1	114.9		
9555768059	2.16.840.1.113883.6.5.2.1	996.43		
7892052	2.16.840.1.113883.6.5.2.1	821.11		
6528059	2.16.840.1.113883.6.5.2.1	618.5		
9534524059	2.16.840.1.113883.6.5.2.1	250.71		
1843054	2.16.840.1.113883.6.5.2.1	780.56		
6567052	2.16.840.1.113883.6.5.2.1	626.7		
7514055	2.16.840.1.113883.6.5.2.1	759.5		
8741052	2.16.840.1.113883.6.5.2.1	932		
9163055	2.16.840.1.113883.6.5.2.1	966.1		
2233057	2.16.840.1.113883.6.5.2.1	825.22		
6612057	2.16.840.1.113883.6.5.2.1	637.00		
4607055	2.16.840.1.113883.6.5.2.1	263.0		
4997051	2.16.840.1.113883.6.5.2.1	357.5		
6095057	2.16.840.1.113883.6.5.2.1	524.04		
218057	2.16.840.1.113883.6.5.2.1	211.9		
1004054	2.16.840.1.113883.6.5.2.1	461.1		
193057	2.16.840.1.113883.6.5.2.1	152.9		
4150051	2.16.840.1.113883.6.5.2.1	197.3		
5800053	2.16.840.1.113883.6.5.2.1	428.9		
3383055	2.16.840.1.113883.6.5.2.1	038.40		
7066059	2.16.840.1.113883.6.5.2.1	725		
3447050	2.16.840.1.113883.6.5.2.1	053.20		
4059054	2.16.840.1.113883.6.5.2.1	182.0		
1840052	2.16.840.1.113883.6.5.2.1	780.52		
2181056	2.16.840.1.113883.6.5.2.1	814.00		
4547058	2.16.840.1.113883.6.5.2.1	244.3		
4451058	2.16.840.1.113883.6.5.2.1	230.0		
243050	2.16.840.1.113883.6.5.2.1	239.9		
4627059	2.16.840.1.113883.6.5.2.1	270.4		
895053	2.16.840.1.113883.6.5.2.1	382.9		
9553180056	2.16.840.1.113883.6.5.2.1	428.30		
4798054	2.16.840.1.113883.6.5.2.1	296.44		
1848058	2.16.840.1.113883.6.5.2.1	780.79		
1579053	2.16.840.1.113883.6.5.2.1	728.71		
1316051	2.16.840.1.113883.6.5.2.1	656.70		
5792058	2.16.840.1.113883.6.5.2.1	427.32		
7013057	2.16.840.1.113883.6.5.2.1	719.93		
767056	2.16.840.1.113883.6.5.2.1	369.9		
6773051	2.16.840.1.113883.6.5.2.1	668.20		
6585058	2.16.840.1.113883.6.5.2.1	634.30		
8341054	2.16.840.1.113883.6.5.2.1	873.0		
9553518054	2.16.840.1.113883.6.5.2.1	V19.8		
6237058	2.16.840.1.113883.6.5.2.1	537.4		
374050	2.16.840.1.113883.6.5.2.1	285.9		
7307056	2.16.840.1.113883.6.5.2.1	746.02		
1080055	2.16.840.1.113883.6.5.2.1	529.0		
1310058	2.16.840.1.113883.6.5.2.1	654.20		
306051	2.16.840.1.113883.6.5.2.1	272.7		
4100057	2.16.840.1.113883.6.5.2.1	189.9		
5263056	2.16.840.1.113883.6.5.2.1	369.07		
6899051	2.16.840.1.113883.6.5.2.1	711.05		
259050	2.16.840.1.113883.6.5.2.1	255.0		
1593059	2.16.840.1.113883.6.5.2.1	729.9		
6643051	2.16.840.1.113883.6.5.2.1	640.00		
5995052	2.16.840.1.113883.6.5.2.1	483.0		
9555447059	2.16.840.1.113883.6.5.2.1	277.03		
7604055	2.16.840.1.113883.6.5.2.1	774.2		
2083055	2.16.840.1.113883.6.5.2.1	799.2		
6871055	2.16.840.1.113883.6.5.2.1	701.4		
4543059	2.16.840.1.113883.6.5.2.1	243		
557051	2.16.840.1.113883.6.5.2.1	310.0		
4651051	2.16.840.1.113883.6.5.2.1	275.0		
9545445055	2.16.840.1.113883.6.5.2.1	596.52		
929054	2.16.840.1.113883.6.5.2.1	389.9		
291051	2.16.840.1.113883.6.5.2.1	268.2		
3696053	2.16.840.1.113883.6.5.2.1	098.6		
5912051	2.16.840.1.113883.6.5.2.1	456.1		
7465053	2.16.840.1.113883.6.5.2.1	755.55		
9555428057	2.16.840.1.113883.6.5.2.1	E980.4		
6130050	2.16.840.1.113883.6.5.2.1	528.3		
4780050	2.16.840.1.113883.6.5.2.1	296.05		
6203053	2.16.840.1.113883.6.5.2.1	533.90		
4839051	2.16.840.1.113883.6.5.2.1	304.60		
7772053	2.16.840.1.113883.6.5.2.1	807.01		
1886054	2.16.840.1.113883.6.5.2.1	783.3		
9534746052	2.16.840.1.113883.6.5.2.1	292.9		
7519052	2.16.840.1.113883.6.5.2.1	759.9		
513052	2.16.840.1.113883.6.5.2.1	306.4		
6616059	2.16.840.1.113883.6.5.2.1	637.40		
2210058	2.16.840.1.113883.6.5.2.1	821.20		
9536232051	2.16.840.1.113883.6.5.2.1	719.59		
5794057	2.16.840.1.113883.6.5.2.1	427.42		
665055	2.16.840.1.113883.6.5.2.1	345.50		
9541239058	2.16.840.1.113883.6.5.2.1	V44.3		
9541000055	2.16.840.1.113883.6.5.2.1	E962.1		
6390056	2.16.840.1.113883.6.5.2.1	579.9		
8666058	2.16.840.1.113883.6.5.2.1	918.2		
323055	2.16.840.1.113883.6.5.2.1	277.1		
696051	2.16.840.1.113883.6.5.2.1	359.1		
9534149051	2.16.840.1.113883.6.5.2.1	099.41		
9535107054	2.16.840.1.113883.6.5.2.1	410.92		
5888057	2.16.840.1.113883.6.5.2.1	451.19		
6412053	2.16.840.1.113883.6.5.2.1	592.0		
401058	2.16.840.1.113883.6.5.2.1	293.9		
9091052	2.16.840.1.113883.6.5.2.1	958.3		
1024053	2.16.840.1.113883.6.5.2.1	478.30		
7599053	2.16.840.1.113883.6.5.2.1	773.0		
9546549055	2.16.840.1.113883.6.5.2.1	995.86		
4801056	2.16.840.1.113883.6.5.2.1	296.51		
5264054	2.16.840.1.113883.6.5.2.1	369.08		
6145056	2.16.840.1.113883.6.5.2.1	530.6		
1257055	2.16.840.1.113883.6.5.2.1	626.6		
1560050	2.16.840.1.113883.6.5.2.1	723.9		
7077052	2.16.840.1.113883.6.5.2.1	726.5		
7089054	2.16.840.1.113883.6.5.2.1	726.79		
2236052	2.16.840.1.113883.6.5.2.1	825.25		
9541315052	2.16.840.1.113883.6.5.2.1	414.05		
3616054	2.16.840.1.113883.6.5.2.1	090.5		
2041052	2.16.840.1.113883.6.5.2.1	794.09		
1869056	2.16.840.1.113883.6.5.2.1	781.99		
1097053	2.16.840.1.113883.6.5.2.1	555.0		
1279052	2.16.840.1.113883.6.5.2.1	644.21		
6054055	2.16.840.1.113883.6.5.2.1	517.8		
5902057	2.16.840.1.113883.6.5.2.1	454.1		
656054	2.16.840.1.113883.6.5.2.1	344.30		
9535180054	2.16.840.1.113883.6.5.2.1	440.30		
2777050	2.16.840.1.113883.6.5.2.1	V02.61		
6039053	2.16.840.1.113883.6.5.2.1	510.9		
6388057	2.16.840.1.113883.6.5.2.1	579.2		
3454057	2.16.840.1.113883.6.5.2.1	054.10		
7425054	2.16.840.1.113883.6.5.2.1	754.35		
8033056	2.16.840.1.113883.6.5.2.1	846.9		
5177053	2.16.840.1.113883.6.5.2.1	365.22		
5728054	2.16.840.1.113883.6.5.2.1	410.40		
5842050	2.16.840.1.113883.6.5.2.1	440.8		
6873057	2.16.840.1.113883.6.5.2.1	704.01		
9549855056	2.16.840.1.113883.6.5.2.1	618.89		
9536074054	2.16.840.1.113883.6.5.2.1	707.12		
6514052	2.16.840.1.113883.6.5.2.1	616.3		
6372057	2.16.840.1.113883.6.5.2.1	575.6		
4038055	2.16.840.1.113883.6.5.2.1	174.1		
4284055	2.16.840.1.113883.6.5.2.1	202.50		
435055	2.16.840.1.113883.6.5.2.1	300.15		
3838054	2.16.840.1.113883.6.5.2.1	132.0		
531053	2.16.840.1.113883.6.5.2.1	307.49		
402052	2.16.840.1.113883.6.5.2.1	295.20		
4744050	2.16.840.1.113883.6.5.2.1	295.10		
9539658055	2.16.840.1.113883.6.5.2.1	996.74		
2089056	2.16.840.1.113883.6.5.2.1	801.00		
5010058	2.16.840.1.113883.6.5.2.1	360.00		
305050	2.16.840.1.113883.6.5.2.1	272.4		
9534809059	2.16.840.1.113883.6.5.2.1	304.43		
7296055	2.16.840.1.113883.6.5.2.1	745.3		
2088051	2.16.840.1.113883.6.5.2.1	799.9		
1706058	2.16.840.1.113883.6.5.2.1	751.69		
1015057	2.16.840.1.113883.6.5.2.1	473.9		
7018053	2.16.840.1.113883.6.5.2.1	720.1		
1538052	2.16.840.1.113883.6.5.2.1	719.54		
1719059	2.16.840.1.113883.6.5.2.1	754.60		
4068051	2.16.840.1.113883.6.5.2.1	184.0		
5769058	2.16.840.1.113883.6.5.2.1	424.2		
1723054	2.16.840.1.113883.6.5.2.1	754.71		
9555735053	2.16.840.1.113883.6.5.2.1	484.7		
4163058	2.16.840.1.113883.6.5.2.1	198.81		
9545823053	2.16.840.1.113883.6.5.2.1	779.89		
279055	2.16.840.1.113883.6.5.2.1	259.3		
5965057	2.16.840.1.113883.6.5.2.1	478.24		
1780054	2.16.840.1.113883.6.5.2.1	764.90		
2739057	2.16.840.1.113883.6.5.2.1	999.9		
9550293055	2.16.840.1.113883.6.5.2.1	291.82		
9536595052	2.16.840.1.113883.6.5.2.1	789.03		
1378059	2.16.840.1.113883.6.5.2.1	692.6		
9553489052	2.16.840.1.113883.6.5.2.1	V17.2		
3262050	2.16.840.1.113883.6.5.2.1	010.00		
3391051	2.16.840.1.113883.6.5.2.1	039.0		
4992058	2.16.840.1.113883.6.5.2.1	356.8		
7098052	2.16.840.1.113883.6.5.2.1	727.3		
2125054	2.16.840.1.113883.6.5.2.1	805.6		
9534376056	2.16.840.1.113883.6.5.2.1	200.80		
3362053	2.16.840.1.113883.6.5.2.1	033.0		
8638053	2.16.840.1.113883.6.5.2.1	915.1		
754059	2.16.840.1.113883.6.5.2.1	368.40		
1108050	2.16.840.1.113883.6.5.2.1	560.39		
7215055	2.16.840.1.113883.6.5.2.1	738.4		
713054	2.16.840.1.113883.6.5.2.1	362.60		
5310054	2.16.840.1.113883.6.5.2.1	370.34		
6707053	2.16.840.1.113883.6.5.2.1	654.60		
9556052051	2.16.840.1.113883.6.5.2.1	V45.61		
1123058	2.16.840.1.113883.6.5.2.1	569.41		
9368055	2.16.840.1.113883.6.5.2.1	996.82		
5606057	2.16.840.1.113883.6.5.2.1	381.81		
852054	2.16.840.1.113883.6.5.2.1	378.41		
4516051	2.16.840.1.113883.6.5.2.1	238.1		
4942059	2.16.840.1.113883.6.5.2.1	344.5		
9549803057	2.16.840.1.113883.6.5.2.1	255.12		
4533057	2.16.840.1.113883.6.5.2.1	242.10		
9536616059	2.16.840.1.113883.6.5.2.1	791.5		
7384052	2.16.840.1.113883.6.5.2.1	751.60		
1254054	2.16.840.1.113883.6.5.2.1	626.3		
1203054	2.16.840.1.113883.6.5.2.1	610.0		
2175051	2.16.840.1.113883.6.5.2.1	813.43		
3689051	2.16.840.1.113883.6.5.2.1	098.40		
1430055	2.16.840.1.113883.6.5.2.1	706.9		
1045059	2.16.840.1.113883.6.5.2.1	519.9		
1881057	2.16.840.1.113883.6.5.2.1	782.7		
9539651053	2.16.840.1.113883.6.5.2.1	996.68		
824058	2.16.840.1.113883.6.5.2.1	375.89		
4686053	2.16.840.1.113883.6.5.2.1	282.5		
6304057	2.16.840.1.113883.6.5.2.1	562.00		
786051	2.16.840.1.113883.6.5.2.1	371.50		
9545300055	2.16.840.1.113883.6.5.2.1	429.79		
3258057	2.16.840.1.113883.6.5.2.1	008.8		
7646051	2.16.840.1.113883.6.5.2.1	783.21		
9553513058	2.16.840.1.113883.6.5.2.1	V19.5		
1672053	2.16.840.1.113883.6.5.2.1	743.58		
9535811058	2.16.840.1.113883.6.5.2.1	656.13		
5260058	2.16.840.1.113883.6.5.2.1	369.03		
1627058	2.16.840.1.113883.6.5.2.1	733.22		
1425059	2.16.840.1.113883.6.5.2.1	705.89		
1580051	2.16.840.1.113883.6.5.2.1	728.85		
1194057	2.16.840.1.113883.6.5.2.1	607.84		
9550350057	2.16.840.1.113883.6.5.2.1	799.02		
7509059	2.16.840.1.113883.6.5.2.1	758.7		
933055	2.16.840.1.113883.6.5.2.1	391.9		
3546056	2.16.840.1.113883.6.5.2.1	077.99		
1933052	2.16.840.1.113883.6.5.2.1	786.06		
1145057	2.16.840.1.113883.6.5.2.1	582.1		
6861057	2.16.840.1.113883.6.5.2.1	696.2		
7656050	2.16.840.1.113883.6.5.2.1	787.01		
4595054	2.16.840.1.113883.6.5.2.1	256.2		
1844056	2.16.840.1.113883.6.5.2.1	780.57		
9555097053	2.16.840.1.113883.6.5.2.1	996.42		
1251059	2.16.840.1.113883.6.5.2.1	626.0		
9550280052	2.16.840.1.113883.6.5.2.1	276.50		
8393051	2.16.840.1.113883.6.5.2.1	875.0		
7600051	2.16.840.1.113883.6.5.2.1	773.1		
3976055	2.16.840.1.113883.6.5.2.1	161.0		
9534822054	2.16.840.1.113883.6.5.2.1	305.03		
1808053	2.16.840.1.113883.6.5.2.1	779.0		
6393059	2.16.840.1.113883.6.5.2.1	580.9		
5689054	2.16.840.1.113883.6.5.2.1	394.1		
9555539057	2.16.840.1.113883.6.5.2.1	E946.5		
4432051	2.16.840.1.113883.6.5.2.1	225.1		
9540334057	2.16.840.1.113883.6.5.2.1	E906.0		
9536609055	2.16.840.1.113883.6.5.2.1	790.93		
9102054	2.16.840.1.113883.6.5.2.1	959.6		
1463054	2.16.840.1.113883.6.5.2.1	717.82		
1244050	2.16.840.1.113883.6.5.2.1	624.8		
924057	2.16.840.1.113883.6.5.2.1	388.9		
9535065059	2.16.840.1.113883.6.5.2.1	388.01		
5007052	2.16.840.1.113883.6.5.2.1	359.4		
7323056	2.16.840.1.113883.6.5.2.1	746.89		
6849052	2.16.840.1.113883.6.5.2.1	694.0		
6589051	2.16.840.1.113883.6.5.2.1	634.70		
9535803050	2.16.840.1.113883.6.5.2.1	655.53		
9553622054	2.16.840.1.113883.6.5.2.1	288.50		
662057	2.16.840.1.113883.6.5.2.1	345.00		
